"date_planting","region","site","block_ID_original","plot_ID_original","position_ID_original","species","functional_group","treat_warming","treat_competition","added_focals","block_ID","position_ID","ind_number","unique_plot_ID","unique_plant_ID"
2021-06-16,"CHE","lo",1,2,12,"daucar","forb","ambi","vege","wf","01","12",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.12.1"
2021-06-16,"CHE","lo",1,2,13,"daucar","forb","ambi","vege","wf","01","13",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.13.1"
2021-06-16,"CHE","lo",1,2,14,"cenjac","forb","ambi","vege","wf","01","14",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.14.1"
2021-06-16,"CHE","lo",1,2,15,"hypper","forb","ambi","vege","wf","01","15",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.15.1"
2021-06-16,"CHE","lo",1,2,16,"brapin","graminoid","ambi","vege","wf","01","16",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.16.1"
2021-06-16,"CHE","lo",1,2,17,"plamed","forb","ambi","vege","wf","01","17",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.17.1"
2021-06-16,"CHE","lo",1,2,18,"hypper","forb","ambi","vege","wf","01","18",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.18.1"
2021-06-16,"CHE","lo",1,2,19,"salpra","forb","ambi","vege","wf","01","19",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.19.1"
2021-06-16,"CHE","lo",1,2,20,"silvul","forb","ambi","vege","wf","01","20",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.20.1"
2021-06-16,"CHE","lo",1,2,21,"medlup","legume","ambi","vege","wf","01","21",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.21.1"
2021-06-16,"CHE","lo",1,2,22,"silvul","forb","ambi","vege","wf","01","22",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.22.1"
2021-06-16,"CHE","lo",1,2,23,"scacol","forb","ambi","vege","wf","01","23",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.23.1"
2021-06-16,"CHE","lo",1,2,24,"scacol","forb","ambi","vege","wf","01","24",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.24.1"
2021-06-16,"CHE","lo",1,2,25,"cenjac","forb","ambi","vege","wf","01","25",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.25.1"
2021-06-16,"CHE","lo",1,2,26,"salpra","forb","ambi","vege","wf","01","26",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.26.1"
2021-06-16,"CHE","lo",1,2,27,"medlup","legume","ambi","vege","wf","01","27",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.27.1"
2021-06-16,"CHE","lo",1,2,28,"salpra","forb","ambi","vege","wf","01","28",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.28.1"
2021-06-16,"CHE","lo",1,2,29,"plamed","forb","ambi","vege","wf","01","29",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.29.1"
2021-06-16,"CHE","lo",1,2,30,"cenjac","forb","ambi","vege","wf","01","30",1,"CHE.lo.ambi.vege.wf.01","CHE.lo.ambi.vege.wf.01.30.1"
2021-06-16,"CHE","lo",2,1,1,"brapin","graminoid","ambi","vege","wf","02","01",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.01.1"
2021-06-16,"CHE","lo",2,1,2,"daucar","forb","ambi","vege","wf","02","02",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.02.1"
2021-06-16,"CHE","lo",2,1,3,"broere","graminoid","ambi","vege","wf","02","03",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.03.1"
2021-06-16,"CHE","lo",2,1,4,"broere","graminoid","ambi","vege","wf","02","04",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.04.1"
2021-06-16,"CHE","lo",2,1,5,"hypper","forb","ambi","vege","wf","02","05",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.05.1"
2021-06-16,"CHE","lo",2,1,6,"scacol","forb","ambi","vege","wf","02","06",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.06.1"
2021-06-16,"CHE","lo",2,1,7,"broere","graminoid","ambi","vege","wf","02","07",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.07.1"
2021-06-16,"CHE","lo",2,1,8,"brapin","graminoid","ambi","vege","wf","02","08",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.08.1"
2021-06-16,"CHE","lo",2,1,9,"medlup","legume","ambi","vege","wf","02","09",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.09.1"
2021-06-16,"CHE","lo",2,1,10,"plamed","forb","ambi","vege","wf","02","10",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.10.1"
2021-06-16,"CHE","lo",2,1,11,"silvul","forb","ambi","vege","wf","02","11",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.11.1"
2021-06-16,"CHE","lo",2,1,12,"daucar","forb","ambi","vege","wf","02","12",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.12.1"
2021-06-16,"CHE","lo",2,1,13,"daucar","forb","ambi","vege","wf","02","13",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.13.1"
2021-06-16,"CHE","lo",2,1,14,"cenjac","forb","ambi","vege","wf","02","14",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.14.1"
2021-06-16,"CHE","lo",2,1,15,"hypper","forb","ambi","vege","wf","02","15",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.15.1"
2021-06-16,"CHE","lo",2,1,16,"brapin","graminoid","ambi","vege","wf","02","16",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.16.1"
2021-06-16,"CHE","lo",2,1,17,"plamed","forb","ambi","vege","wf","02","17",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.17.1"
2021-06-16,"CHE","lo",2,1,18,"hypper","forb","ambi","vege","wf","02","18",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.18.1"
2021-06-16,"CHE","lo",2,1,19,"salpra","forb","ambi","vege","wf","02","19",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.19.1"
2021-06-16,"CHE","lo",2,1,20,"silvul","forb","ambi","vege","wf","02","20",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.20.1"
2021-06-16,"CHE","lo",2,1,21,"medlup","legume","ambi","vege","wf","02","21",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.21.1"
2021-06-16,"CHE","lo",2,1,22,"silvul","forb","ambi","vege","wf","02","22",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.22.1"
2021-06-16,"CHE","lo",2,1,23,"scacol","forb","ambi","vege","wf","02","23",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.23.1"
2021-06-16,"CHE","lo",2,1,24,"scacol","forb","ambi","vege","wf","02","24",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.24.1"
2021-06-16,"CHE","lo",2,1,25,"cenjac","forb","ambi","vege","wf","02","25",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.25.1"
2021-06-16,"CHE","lo",2,1,26,"salpra","forb","ambi","vege","wf","02","26",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.26.1"
2021-06-16,"CHE","lo",2,1,27,"medlup","legume","ambi","vege","wf","02","27",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.27.1"
2021-06-16,"CHE","lo",2,1,28,"salpra","forb","ambi","vege","wf","02","28",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.28.1"
2021-06-16,"CHE","lo",2,1,29,"plamed","forb","ambi","vege","wf","02","29",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.29.1"
2021-06-16,"CHE","lo",2,1,30,"cenjac","forb","ambi","vege","wf","02","30",1,"CHE.lo.ambi.vege.wf.02","CHE.lo.ambi.vege.wf.02.30.1"
2021-06-16,"CHE","lo",2,2,1,"brapin","graminoid","ambi","bare","wf","02","01",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.01.1"
2021-06-16,"CHE","lo",2,2,2,"daucar","forb","ambi","bare","wf","02","02",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.02.1"
2021-06-16,"CHE","lo",2,2,3,"broere","graminoid","ambi","bare","wf","02","03",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.03.1"
2021-06-16,"CHE","lo",2,2,4,"broere","graminoid","ambi","bare","wf","02","04",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.04.1"
2021-06-16,"CHE","lo",2,2,5,"hypper","forb","ambi","bare","wf","02","05",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.05.1"
2021-06-16,"CHE","lo",2,2,6,"scacol","forb","ambi","bare","wf","02","06",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.06.1"
2021-06-16,"CHE","lo",2,2,7,"broere","graminoid","ambi","bare","wf","02","07",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.07.1"
2021-06-16,"CHE","lo",2,2,8,"brapin","graminoid","ambi","bare","wf","02","08",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.08.1"
2021-06-16,"CHE","lo",2,2,9,"medlup","legume","ambi","bare","wf","02","09",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.09.1"
2021-06-16,"CHE","lo",2,2,10,"plamed","forb","ambi","bare","wf","02","10",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.10.1"
2021-06-16,"CHE","lo",2,2,11,"silvul","forb","ambi","bare","wf","02","11",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.11.1"
2021-06-16,"CHE","lo",2,2,12,"daucar","forb","ambi","bare","wf","02","12",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.12.1"
2021-06-16,"CHE","lo",2,2,13,"daucar","forb","ambi","bare","wf","02","13",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.13.1"
2021-06-16,"CHE","lo",2,2,14,"cenjac","forb","ambi","bare","wf","02","14",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.14.1"
2021-06-16,"CHE","lo",2,2,15,"hypper","forb","ambi","bare","wf","02","15",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.15.1"
2021-06-16,"CHE","lo",2,2,16,"brapin","graminoid","ambi","bare","wf","02","16",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.16.1"
2021-06-16,"CHE","lo",2,2,17,"plamed","forb","ambi","bare","wf","02","17",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.17.1"
2021-06-16,"CHE","lo",2,2,18,"hypper","forb","ambi","bare","wf","02","18",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.18.1"
2021-06-16,"CHE","lo",2,2,19,"salpra","forb","ambi","bare","wf","02","19",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.19.1"
2021-06-16,"CHE","lo",2,2,20,"silvul","forb","ambi","bare","wf","02","20",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.20.1"
2021-06-16,"CHE","lo",2,2,21,"medlup","legume","ambi","bare","wf","02","21",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.21.1"
2021-06-16,"CHE","lo",2,2,22,"silvul","forb","ambi","bare","wf","02","22",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.22.1"
2021-06-16,"CHE","lo",2,2,23,"scacol","forb","ambi","bare","wf","02","23",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.23.1"
2021-06-16,"CHE","lo",2,2,24,"scacol","forb","ambi","bare","wf","02","24",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.24.1"
2021-06-16,"CHE","lo",2,2,25,"cenjac","forb","ambi","bare","wf","02","25",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.25.1"
2021-06-16,"CHE","lo",2,2,26,"salpra","forb","ambi","bare","wf","02","26",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.26.1"
2021-06-16,"CHE","lo",2,2,27,"medlup","legume","ambi","bare","wf","02","27",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.27.1"
2021-06-16,"CHE","lo",2,2,28,"salpra","forb","ambi","bare","wf","02","28",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.28.1"
2021-06-16,"CHE","lo",2,2,29,"plamed","forb","ambi","bare","wf","02","29",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.29.1"
2021-06-16,"CHE","lo",2,2,30,"cenjac","forb","ambi","bare","wf","02","30",1,"CHE.lo.ambi.bare.wf.02","CHE.lo.ambi.bare.wf.02.30.1"
2021-06-16,"CHE","lo",3,1,1,"brapin","graminoid","ambi","vege","wf","03","01",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.01.1"
2021-06-16,"CHE","lo",3,1,2,"daucar","forb","ambi","vege","wf","03","02",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.02.1"
2021-06-16,"CHE","lo",3,1,3,"broere","graminoid","ambi","vege","wf","03","03",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.03.1"
2021-06-16,"CHE","lo",3,1,4,"broere","graminoid","ambi","vege","wf","03","04",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.04.1"
2021-06-16,"CHE","lo",3,1,5,"hypper","forb","ambi","vege","wf","03","05",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.05.1"
2021-06-16,"CHE","lo",3,1,6,"scacol","forb","ambi","vege","wf","03","06",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.06.1"
2021-06-16,"CHE","lo",3,1,8,"brapin","graminoid","ambi","vege","wf","03","08",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.08.1"
2021-06-16,"CHE","lo",3,1,9,"medlup","legume","ambi","vege","wf","03","09",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.09.1"
2021-06-16,"CHE","lo",3,1,10,"plamed","forb","ambi","vege","wf","03","10",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.10.1"
2021-06-16,"CHE","lo",3,1,11,"silvul","forb","ambi","vege","wf","03","11",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.11.1"
2021-06-16,"CHE","lo",3,1,12,"daucar","forb","ambi","vege","wf","03","12",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.12.1"
2021-06-16,"CHE","lo",3,1,13,"daucar","forb","ambi","vege","wf","03","13",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.13.1"
2021-06-16,"CHE","lo",3,1,14,"cenjac","forb","ambi","vege","wf","03","14",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.14.1"
2021-06-16,"CHE","lo",3,1,15,"hypper","forb","ambi","vege","wf","03","15",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.15.1"
2021-06-16,"CHE","lo",3,1,16,"brapin","graminoid","ambi","vege","wf","03","16",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.16.1"
2021-06-16,"CHE","lo",3,1,17,"plamed","forb","ambi","vege","wf","03","17",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.17.1"
2021-06-16,"CHE","lo",3,1,18,"hypper","forb","ambi","vege","wf","03","18",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.18.1"
2021-06-16,"CHE","lo",3,1,19,"salpra","forb","ambi","vege","wf","03","19",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.19.1"
2021-06-16,"CHE","lo",3,1,20,"silvul","forb","ambi","vege","wf","03","20",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.20.1"
2021-06-16,"CHE","lo",3,1,21,"medlup","legume","ambi","vege","wf","03","21",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.21.1"
2021-06-16,"CHE","lo",3,1,22,"silvul","forb","ambi","vege","wf","03","22",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.22.1"
2021-06-16,"CHE","lo",3,1,23,"scacol","forb","ambi","vege","wf","03","23",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.23.1"
2021-06-16,"CHE","lo",3,1,24,"scacol","forb","ambi","vege","wf","03","24",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.24.1"
2021-06-16,"CHE","lo",3,1,25,"cenjac","forb","ambi","vege","wf","03","25",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.25.1"
2021-06-16,"CHE","lo",3,1,26,"salpra","forb","ambi","vege","wf","03","26",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.26.1"
2021-06-16,"CHE","lo",3,1,27,"medlup","legume","ambi","vege","wf","03","27",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.27.1"
2021-06-16,"CHE","lo",3,1,28,"salpra","forb","ambi","vege","wf","03","28",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.28.1"
2021-06-16,"CHE","lo",3,1,29,"plamed","forb","ambi","vege","wf","03","29",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.29.1"
2021-06-16,"CHE","lo",3,1,30,"cenjac","forb","ambi","vege","wf","03","30",1,"CHE.lo.ambi.vege.wf.03","CHE.lo.ambi.vege.wf.03.30.1"
2021-06-16,"CHE","lo",3,2,1,"brapin","graminoid","ambi","bare","wf","03","01",1,"CHE.lo.ambi.bare.wf.03","CHE.lo.ambi.bare.wf.03.01.1"
2021-06-16,"CHE","lo",3,2,2,"daucar","forb","ambi","bare","wf","03","02",1,"CHE.lo.ambi.bare.wf.03","CHE.lo.ambi.bare.wf.03.02.1"
2021-06-16,"CHE","lo",3,2,3,"broere","graminoid","ambi","bare","wf","03","03",1,"CHE.lo.ambi.bare.wf.03","CHE.lo.ambi.bare.wf.03.03.1"
2021-06-16,"CHE","lo",3,2,4,"broere","graminoid","ambi","bare","wf","03","04",1,"CHE.lo.ambi.bare.wf.03","CHE.lo.ambi.bare.wf.03.04.1"
2021-06-16,"CHE","lo",3,2,5,"hypper","forb","ambi","bare","wf","03","05",1,"CHE.lo.ambi.bare.wf.03","CHE.lo.ambi.bare.wf.03.05.1"
